,Compound Score,Negative Score,Neutral Score,News Organization,Positive Score,Tweet,Tweet Number
162,0.6369,0.0,0.625,@CBS,0.375,RT @McBenefit: I love everything about you @UzoAduba. #TonyAwards,62
163,0.1511,0.0,0.898,@CBS,0.102,RT if that musical number by the cast of Carousel blew you away! #TonyAwards https://t.co/CMzMNtcAQO,63
164,0.1531,0.0,0.852,@CBS,0.148,Nathan Lane saw his #AngelsinAmerica role as a challenge. How will you challenge yourself in 2018? #TonyAwards https://t.co/3WXd6AqgBi,64
165,0.8834,0.0,0.437,@CBS,0.563,Nathan Lane wins Best Featured Actor in a Play. #TonyAwards @angelsbway https://t.co/xc8M7JtLDE,65
166,0.0,0.0,1.0,@CBS,0.0,🌟 @joshgroban and @SaraBareilles are Host Goals. 🌟 #TonyAwards https://t.co/OGQec8cXJ6,66
167,0.2714,0.0,0.793,@CBS,0.207,RT @adub369: This is unbelievable! @SaraBareilles and @joshgroban #TonyAwards,67
168,0.0,0.0,1.0,@CBS,0.0,Who lives in a pineapple and just performed at The Tonys? 🍍🎶 The cast of SpongeBob SquarePants: The Musical!… https://t.co/mvFxdh9UJi,68
169,0.8478,0.0,0.494,@CBS,0.506,✨ @LindsayMendez wins Best Featured Actress in a Musical! #TonyAwards @carouselbway https://t.co/MtgFowscN5,69
170,0.8858,0.0,0.435,@CBS,0.565,A big congratulations to @springsteen for his Special Tony award! ✨ #TonyAwards https://t.co/i16u8uv9aT,70
171,0.0,0.0,1.0,@CBS,0.0,Can the 73rd annual #TonyAwards just be three-hours of @TitussBurgess? https://t.co/3rCZwwTUtv,71
172,0.25,0.0,0.92,@CBS,0.08,"RT @CBSThisMorning: ""We know there are a lot of you out there who have photos of yourself in school plays or community theater."" Post your…",72
173,0.4588,0.0,0.833,@CBS,0.167,Keep your acceptance speeches short or else the #TonyAwards will get the angels involved. #AngelsInAmerica 👼 https://t.co/oznhezRzDc,73
174,0.0,0.0,1.0,@CBS,0.0,"If you haven't started singing, you will be the rest of the night. #TonyAwards #MyFairLady https://t.co/jbGXwnru8N",74
175,0.3612,0.0,0.737,@CBS,0.263,RT @marialena_rago: I like this opener for @MyFairLadyBway #TonyAwards,75
176,0.8908,0.0,0.43,@CBS,0.57,Laurie Metcalf wins Best Featured Actress in a Play! #TonyAwards @threetallwomen https://t.co/y4teyJaRPs,76
177,0.0,0.0,1.0,@CBS,0.0,Tina Fey has a boat?? #MeanGirls #TonyAwards https://t.co/phYxmHMd3d,77
178,0.0,0.0,1.0,@CBS,0.0,Representing the hardest-working men and women in Broadway… ensemble members from every nominated musical tonight!… https://t.co/imlEEnOUla,78
179,0.6369,0.0,0.588,@CBS,0.412,RT @misschae: I love theatre so much. #TonyAwards,79
180,0.0,0.0,1.0,@CBS,0.0,On Wednesdays they wear pink and on Sundays they perform at the #TonyAwards. 💕 Who thought that performance by the… https://t.co/w7QDkaX6kF,80
181,0.6369,0.0,0.756,@CBS,0.244,"RT @MichaelJMoritz: ""We are all made perfectly and we all belong” - Andrew Garfield #TonyAwards",81
182,0.8834,0.0,0.437,@CBS,0.563,Andrew Garfield wins Best Leading Actor in a Play. #TonyAwards @angelsbway https://t.co/s2VQnw6IPP,82
183,0.6696,0.0,0.64,@CBS,0.36,"RT @nightingalen: Love this opening song! @joshgroban
@SaraBarreilles 
#TonyAwards",83
184,0.0,0.0,1.0,@CBS,0.0,✨ @joshgroban and @SaraBareilles take the stage to begin an unforgettable evening. #TonyAwards https://t.co/y9uzlK2DzO,84
185,0.0,0.0,1.0,@CBS,0.0,Grab your popcorn... it's time for the #TonyAwards! Go and stream the entire show now: https://t.co/Wo1algQHix https://t.co/JGYTk4NPDN,85
186,0.0,0.0,1.0,@CBS,0.0,✨ @thegoodfight's Christine Baranski has arrived on the #TonyAwards red carpet! Watch LIVE at 8/7c on CBS! https://t.co/XnXAnPtRrc,86
187,0.0,0.0,1.0,@CBS,0.0,"The hosts have arrived! We're LIVE with @SaraBareilles, @joshgroban and more on the #TonyAwards red carpet hosted b… https://t.co/NtarbgywLe",87
188,0.4184,0.0,0.843,@CBS,0.157,Tonight's the night! Join @etnow's @DDirecto on the #TonyAwards' red carpet starting at 5PM ET! https://t.co/hZLOSiIRAT,88
189,0.5093,0.0,0.845,@CBS,0.155,These two know a thing or two about awards! Watch them light up the stage tomorrow at the #TonyAwards. ✨ https://t.co/KHVZp65oLS,89
190,0.0,0.0,1.0,@CBS,0.0,Here's everything you need to know before watching the #TonyAwards this Sunday at 8/7c: https://t.co/jcRgNGmLUZ https://t.co/8suUhVPFK6,90
191,0.296,0.0,0.82,@CBS,0.18,Join @etnow's @DDirecto this Sunday on the #TonyAwards' red carpet. https://t.co/7jS8g10KmY,91
192,0.0,0.0,1.0,@CBS,0.0,Here's @laChanze with a reminder that you can stream the #TonyAwards this Sunday on CBS All Access! https://t.co/8TDEXzKmyQ,92
193,0.9078,0.0,0.564,@CBS,0.436,"We all get by with a little help from our friends, so what better way to celebrate #NationalBestFriendsDay than to… https://t.co/pIZezbBwaT",93
194,0.3612,0.0,0.872,@CBS,0.128,"Get ready for show-stopping performances by the casts of the 2018 Tony-nominated shows Mean Girls, SpongeBob Square… https://t.co/NiSx9Bbw0F",94
195,0.2732,0.105,0.719,@CBS,0.176,Don’t miss a special performance from @springsteen this Sunday at the #TonyAwards: https://t.co/LYYdleaFwU https://t.co/IKkKoITH9y,95
196,0.3595,0.0,0.872,@CBS,0.128,"RT @CBSThisMorning: .@SaraBareilles and @joshgroban are hosting this Sunday's @TheTonyAwards on @CBS! 

Wednesday, they'll join us LIVE on…",96
197,-0.4404,0.177,0.723,@CBS,0.1,"RT @SU2C: SU2C telecast Co-Executive Producer Bradley Cooper sits down with Mitch Carbon, a pediatric cancer survivor who benefited from #S…",97
198,0.4574,0.0,0.824,@CBS,0.176,RT @StrangeAngel: About last night... The #StrangeAngel screening party was a blast! Pun intended. 🚀😏 https://t.co/m64EcNmweY,98
199,0.5093,0.0,0.845,@CBS,0.155,These CBS stars can really belt it out! Find out which celebs from your favorite shows are pitch-perfect:… https://t.co/X4zMACFazB,99
200,0.7717,0.0,0.642,@CNN,0.358,There is now only one Blockbuster store left in the United States https://t.co/ufVOf4pock https://t.co/b9SsSAHKdI,0
201,0.0,0.0,1.0,@CNN,0.0,Anderson Cooper Full Circle —  CNN's brand new daily interactive global brief featuring interviews with the day's b… https://t.co/99OdnouUoM,1
202,-0.1695,0.068,0.932,@CNN,0.0,"RT @TheLeadCNN: I would not be surprised if this were the last indictment we see ""that doesn't mention an American,"" former NSA and CIA Dir…",2
203,0.0,0.0,1.0,@CNN,0.0,"One of Hollywood's most dependable franchises has a new film opening this weekend. That franchise? Dwayne ""The Rock… https://t.co/4ccAmTVlxy",3
204,0.0,0.0,1.0,@CNN,0.0,"RT @TheLeadCNN: The White House says the summit with Russian President Putin is not being canceled, despite 12 Russians being indicted toda…",4
205,0.2023,0.0,0.899,@CNN,0.101,House Minority Leader Nancy Pelosi recommended that the Democratic caucus hold its leadership elections after Thank… https://t.co/LZoBGy0EiZ,5
206,0.0,0.0,1.0,@CNN,0.0,RT @AC360: Anderson Cooper Full Circle —  our brand new daily interactive global brief featuring interviews with the day's biggest newsmake…,6
207,0.0,0.0,1.0,@CNN,0.0,"During an event hosted by The Economic Club in Washington, House Speaker Paul Ryan said his Chevy Suburban was gnaw… https://t.co/0fgVho3m9q",7
208,-0.7906,0.333,0.667,@CNN,0.0,The driver killed in a head-on collision involving South Carolina congressional candidate Katie Arrington had a blo… https://t.co/B7pjxXt8Yg,8
209,0.5267,0.0,0.805,@CNN,0.195,The Justice Department drove a stake through the heart of Comcast's bid for Fox https://t.co/yvRGo0wxrq https://t.co/yx4ijtegcI,9
210,0.4005,0.072,0.77,@CNN,0.159,Donald Trump says he's more popular than Abraham Lincoln. That's a hard claim to back up. https://t.co/ol5U1It8zh https://t.co/GVyQ2TFrAf,10
211,-0.4019,0.124,0.876,@CNN,0.0,"A shocking video which shows the execution of two women, a young girl and a baby has gone viral. Rights group Amnes… https://t.co/3j9zHNtGVB",11
212,-0.2023,0.079,0.921,@CNN,0.0,Uber says it is rolling out technology that allows it to know in real time when a driver is charged with a crime… https://t.co/kiDJ2iRB6r,12
213,0.4215,0.0,0.872,@CNN,0.128,"RT @TheLeadCNN: ""The President of the United States, through his spokesperson, issues a statement that says absolutely nothing about the co…",13
214,0.0,0.0,1.0,@CNN,0.0,"President Trump reportedly wants the next Air Force One to be turned out in red, white and blue. Cartoonist Liza Do… https://t.co/6ttW0MFI9V",14
215,0.0516,0.142,0.669,@CNN,0.189,"The United States has officially lifted its crippling export ban on Chinese company ZTE, easing one point of conten… https://t.co/86gQZTCcV5",15
216,-0.25,0.125,0.875,@CNN,0.0,Sen. Chuck Schumer calls on Trump to cancel Putin meeting following Russian indictments https://t.co/ec7LulIfiO https://t.co/uC9RCmeYB5,16
217,0.5574,0.0,0.816,@CNN,0.184,Senate Majority Leader Mitch McConnell predicts that Supreme Court nominee Judge Brett Kavanaugh will be confirmed… https://t.co/dj8bB9gHwy,17
218,0.6065,0.0,0.816,@CNN,0.184,"RT @CNNnewsroom: ""I didn't expect [the article] to blow up perhaps quite the way it did, and I certainly didn't expect the fake news allega…",18
219,0.0,0.0,1.0,@CNN,0.0,"""Queer Eye"" has been renewed for a third season https://t.co/nv3kegRdKM https://t.co/ee3mzGBwmL",19
220,0.0,0.0,1.0,@CNN,0.0,"Situated in a lavish corner of France, AS Monaco's famed football academy has produced some of the game's biggest s… https://t.co/mUAXIXGMcr",20
221,-0.3818,0.126,0.874,@CNN,0.0,Kevin Anderson outslugged John Isner in a record match lasting over six hours in #Wimbledon's battle of the giants… https://t.co/zwhUHlU25H,21
222,0.8402,0.0,0.654,@CNN,0.346,The mother of a Waffle House shooting survivor helped the waitress who saved her son get the perfect wedding dress… https://t.co/PyUnqh8gzU,22
223,0.0,0.0,1.0,@CNN,0.0,President Trump and Katy Perry are among the Twitter users hit hardest by the follower purge https://t.co/y7sBfDOvRQ https://t.co/lfaH1ISOkD,23
224,0.0,0.0,1.0,@CNN,0.0,A Texas school district is holding an auction to get rid of Confederate-themed memorabilia left over after the rena… https://t.co/EZCDArTM0S,24
225,0.0,0.0,1.0,@CNN,0.0,"Fans have been begging for it, and now it's really happening. A ""Downton Abbey"" movie is set for production.… https://t.co/Vuq03s7T5V",25
226,-0.5267,0.159,0.841,@CNN,0.0,"Nearly all of Tom Price's travel when he was secretary of Health and Human Services violated federal requirements,… https://t.co/MTHYdZNFiB",26
227,0.0,0.0,1.0,@CNN,0.0,"More than 500 people have reported symptoms including stomachache, nausea and vomiting after visiting a zipline tou… https://t.co/CC1T7wmP9D",27
228,-0.3875,0.134,0.866,@CNN,0.0,"Republican Senator Ben Sasse: ""All patriotic Americans should understand that Putin is not America's friend, and he… https://t.co/scLTsDzA24",28
229,0.0,0.0,1.0,@CNN,0.0,"Stitch Fix is tapping into the children's apparel market, launching subscription boxes with sizes 2T to 14. Founder… https://t.co/SHaBh5PeDp",29
230,0.2263,0.091,0.782,@CNN,0.128,"RT @CNNPolitics: “There should be no one-on-one meeting between this President and Mr. Putin,” Vice Chair of the Senate Intelligence Commit…",30
231,-0.886,0.354,0.646,@CNN,0.0,A bottle found in the home of a poisoning victim has been identified as the source of the nerve agent that killed h… https://t.co/HCy77CdTAV,31
232,-0.4019,0.226,0.658,@CNN,0.115,"Second-hand clothes have sparked a bitter trade dispute between the United States and Rwanda, one of the world's po… https://t.co/vgujDsssbX",32
233,-0.3612,0.128,0.872,@CNN,0.0,President Trump was told the indictments were coming. He still called the Mueller probe a witch hunt today.… https://t.co/WmpL1Qe7MI,33
234,0.5267,0.0,0.761,@CNN,0.239,Wells Fargo keeps finding new parts of its vast banking empire that overcharged innocent customers… https://t.co/Cktk4amkBw,34
235,-0.4404,0.139,0.861,@CNN,0.0,Senate Minority Leader Chuck Schumer is calling on President Trump to abandon his scheduled meeting with Russian Pr… https://t.co/4N9xoD1QCf,35
236,0.4215,0.0,0.851,@CNN,0.149,The first underwater museum in the United States has opened off the coast of northwest Florida… https://t.co/WELvJOndZR,36
237,-0.5994,0.196,0.804,@CNN,0.0,Eight endangered black rhinos die in Kenya national park just weeks after the animals were moved… https://t.co/IicNWbpZtZ,37
238,0.4019,0.0,0.87,@CNN,0.13,The FBI has released the indictment charging 12 Russian nationals in the hacking of Democratic Party emails during… https://t.co/Wri2BTHgUN,38
239,0.7717,0.0,0.642,@CNN,0.358,There is now only one Blockbuster store left in the United States https://t.co/ZDBAGQpIJU https://t.co/7AaaE4mPHH,39
240,-0.7269,0.264,0.736,@CNN,0.0,"RT @CNNnewsroom: “In a second, related conspiracy, Russian GRU officers hacked the website of a state election board, and stole information…",40
241,-0.188,0.08,0.92,@CNN,0.0,Google cofounder Larry Page is so serious about flying cars that he just poured a bunch of money into a second star… https://t.co/ewlHiJ9KSh,41
242,-0.7184,0.333,0.667,@CNN,0.0,A woman accused of attacking a 91-year-old Mexican man with a concrete brick has been charged with attempted murder… https://t.co/CnlwqnIU7Q,42
243,0.0516,0.107,0.777,@CNN,0.117,"BREAKING: 12 Russians indicted in Mueller investigation, accused of engaging in a “sustained effort to hack into th… https://t.co/Nf28EQXafX",43
244,0.1531,0.0,0.929,@CNN,0.071,Queen Elizabeth greets President Trump at Windsor Castle. The Queen has met 10 of the 11 US Presidents since she to… https://t.co/lo54GHE076,44
245,0.296,0.0,0.833,@CNN,0.167,FEMA admits it was understaffed and underprepared for 2017 hurricanes https://t.co/d7CE2AlnEg https://t.co/UiXCvXflkS,45
246,0.0,0.0,1.0,@CNN,0.0,"A rare flood of desert rain has transformed a lake in Australia from an arid, salty basin to a spectacular, watery… https://t.co/HseM2gVBmU",46
247,0.0,0.0,1.0,@CNN,0.0,"A particle called a neutrino was detected on Earth, found by sensors deep in the Antarctic ice, and traced to its s… https://t.co/2C66GpH6NP",47
248,0.1027,0.0,0.931,@CNN,0.069,"Papa John's is removing John Schnatter's face from its marketing materials, two days after he admitted to using the… https://t.co/oIahJnarWP",48
249,-0.4572,0.176,0.824,@CNN,0.0,People went so nuts for a Build-A-Bear sale that stores had to shut down https://t.co/RkCpnCVf7D https://t.co/kdkp11ArZ1,49
250,0.6597,0.0,0.748,@CNN,0.252,First lady Melania Trump promotes kindness in London after President Trump bashes British Prime Minister Theresa Ma… https://t.co/rTWOAyJ3gt,50
251,0.1779,0.0,0.928,@CNN,0.072,These giant avocados are growing in Australia. Some have been known to weigh up to four pounds and are about five t… https://t.co/iSxSsB0eK6,51
252,-0.6808,0.272,0.728,@CNN,0.0,A Florida sporting goods manager says he tackled a man trying to steal a gun. Now he's been fired.… https://t.co/RbsEVNdqMc,52
253,-0.7184,0.333,0.667,@CNN,0.0,A woman accused of attacking a 91-year-old Mexican man with a concrete brick has been charged with attempted murder… https://t.co/gMffTLgowH,53
254,0.4019,0.0,0.87,@CNN,0.13,A jury has awarded $4.62 billion to 22 women who sued pharmaceutical giant Johnson &amp; Johnson alleging their ovarian… https://t.co/VADBv8OcjS,54
255,-0.5994,0.396,0.47,@CNN,0.134,Wells Fargo's scandals are hurting its bottom line https://t.co/pWSySVev75 https://t.co/1hFIJAFOsx,55
256,0.0,0.0,1.0,@CNN,0.0,Why the NFL just can't seem to get politics right https://t.co/BmdThf0EBv https://t.co/Evu9MvdOFs,56
257,0.2023,0.0,0.917,@CNN,0.083,Secretary of State Mike Pompeo and other top US officials are traveling to Mexico today for talks with the country'… https://t.co/xcp88VEt0v,57
258,-0.6249,0.227,0.773,@CNN,0.0,Cozying up to Trump might be Theresa May's worst decision yet | @NicRobertsonCNN for @CNNOpinion… https://t.co/7FuZDz0twp,58
259,-0.6486,0.249,0.751,@CNN,0.0,"President Trump denies that he criticized British Prime Minister Theresa May, the day after a British tabloid publi… https://t.co/RE3ldms9UV",59
260,-0.6115,0.222,0.778,@CNN,0.0,"President Trump: Immigration in Europe is ""changing the culture"" and that's a ""very negative thing""… https://t.co/IpVDQS1RE5",60
261,0.0,0.0,1.0,@CNN,0.0,"President Trump says he will ""absolutely"" ask Russian President Vladimir Putin about Russian election meddling.

Fo… https://t.co/tCiJHcTcsS",61
262,0.4466,0.0,0.882,@CNN,0.118,"President Trump tells British PM Theresa May that whatever she decides to do on Brexit ""is OK with us"" — as long as… https://t.co/U8uUG4whVT",62
263,0.4877,0.0,0.869,@CNN,0.131,"RT @CNNPolitics: US President Trump calls the NATO Summit ""very productive"" and thanks Prime Minister May for the UK's ""contribution to our…",63
264,0.0,0.0,1.0,@CNN,0.0,President Trump and British Prime Minister Theresa May are speaking at a joint news conference hours after Trump’s… https://t.co/RrO9JtEJ5s,64
265,0.0,0.0,1.0,@CNN,0.0,"Here's what President Trump said about British Prime Minister Theresa May, Brexit and 'England'… https://t.co/dWjWkUsDPi",65
266,0.296,0.0,0.833,@CNN,0.167,FEMA admits it was understaffed and underprepared for 2017 hurricanes https://t.co/DqVuHyk7bn https://t.co/LVats1ZabJ,66
267,0.6597,0.0,0.748,@CNN,0.252,First lady Melania Trump promotes kindness in London after President Trump bashes British Prime Minister Theresa Ma… https://t.co/Oya4QEpnfb,67
268,0.0,0.0,1.0,@CNN,0.0,"A rare flood of desert rain has transformed a lake in Australia from an arid, salty basin to a spectacular, watery… https://t.co/HZhoQzYGfQ",68
269,-0.4019,0.188,0.812,@CNN,0.0,Protesters are beginning to gather in the UK for demonstrations against President Trump and his controversial polic… https://t.co/HI4hs3V2Zo,69
270,0.0,0.0,1.0,@CNN,0.0,What Trump should and shouldn't do when meeting the Queen https://t.co/WAEk4bCsYc https://t.co/hpga2Yu6Qm,70
271,-0.7184,0.25,0.75,@CNN,0.0,"Trump savages May. Then travels to meet her.

The two leaders will face uncomfortable questions after the US Presid… https://t.co/pHtpNUNHKe",71
272,0.0,0.0,1.0,@CNN,0.0,"Even by the clown show standards of the House of Representatives, this was not democracy's finest hour. | Analysis… https://t.co/5W8y6ehNtl",72
273,0.0,0.0,1.0,@CNN,0.0,"5 things for Friday:

- President Trump in the UK
- Strzok hearing
- Syria
- AT&amp;T-Time Warner 
- Emmys… https://t.co/HB7FKxxFHs",73
274,-0.7184,0.333,0.667,@CNN,0.0,A woman accused of attacking a 91-year-old Mexican man with a concrete brick has been charged with attempted murder… https://t.co/SGSlznkdnQ,74
275,-0.6808,0.272,0.728,@CNN,0.0,A Florida sporting goods manager says he tackled a man trying to steal a gun. Now he's been fired.… https://t.co/JICAN9AGZf,75
276,0.4019,0.0,0.87,@CNN,0.13,A jury has awarded $4.62 billion to 22 women who sued pharmaceutical giant Johnson &amp; Johnson alleging their ovarian… https://t.co/1G7OEfTcy0,76
277,0.0,0.0,1.0,@CNN,0.0,"RT @CNNPolitics: ""The relationship is very, very strong,"" US President Trump says before a bilateral meeting with British PM Theresa May ht…",77
278,0.0,0.0,1.0,@CNN,0.0,"Last month, CNN sent writing paper along with a stamped and addressed return envelope to immigrant mothers separate… https://t.co/4nZT3bFgcl",78
279,0.0,0.0,1.0,@CNN,0.0,President Trump is meeting the Queen for tea. Here's what to watch for: https://t.co/sWpAArRs7a https://t.co/QOItikiLP5,79
280,-0.34,0.179,0.821,@CNN,0.0,Stormy Daniels performs in a different Ohio strip club after arrest https://t.co/JIXnlJtJjB https://t.co/sah9rShhd2,80
281,-0.34,0.107,0.893,@CNN,0.0,Pakistan's largest province is in lockdown as authorities prepare for the return -- and arrest -- of former Prime M… https://t.co/JwvYWOQEKc,81
282,-0.2411,0.089,0.911,@CNN,0.0,"""I am not responsible for immigration policies across Europe or even in our country or city.""

London Mayor Sadiq K… https://t.co/9HW3FdMtXe",82
283,-0.4201,0.117,0.883,@CNN,0.0,"RT @cnni: ""It must have been a very difficult evening for Prime Minister May."" London Mayor Sadiq Khan responds to Donald Trump's interview…",83
284,-0.2263,0.101,0.899,@CNN,0.0,"A giant ""Trump Baby"" balloon has been inflated near Britain's Houses of Parliament, amid protests at President Trum… https://t.co/HLV2odnra0",84
285,0.7321,0.0,0.709,@CNN,0.291,"Trump confidant says the President had a ""love fest"" with British PM Theresa May, despite critical interview… https://t.co/A6n5OMPuFv",85
286,-0.7184,0.333,0.667,@CNN,0.0,A woman accused of attacking a 91-year-old Mexican man with a concrete brick has been charged with attempted murder… https://t.co/cVomtfJVqc,86
287,-0.4404,0.206,0.794,@CNN,0.0,"Protesters have inflated a giant ""Trump Baby"" balloon near Britain's Houses of Parliament, in protest of President… https://t.co/FjsWrFiWni",87
288,-0.4939,0.225,0.775,@CNN,0.0,Trump detonates Brexit bomb in Britain visit | Analysis by @StCollinson https://t.co/GbWEB4b13E https://t.co/6ykhx717D3,88
289,0.0,0.0,1.0,@CNN,0.0,"In Trump's interview with The Sun during his UK visit he also said, ""You don't hear the word 'England' as much as y… https://t.co/kpAhRMOl2R",89
290,-0.7506,0.262,0.738,@CNN,0.0,"He reiterated his frustration with past US administrations and NATO. 

Trump said they failed to act to rectify the… https://t.co/eeReWGQoZ4",90
291,-0.4767,0.134,0.866,@CNN,0.0,"Trump was less complementary about Sadiq Khan -- the US President said he had done a ""terrible job"" as London mayor. https://t.co/7tsnCO7aX2",91
292,0.0,0.0,1.0,@CNN,0.0,"Donald Trump is scheduled to meet with Queen Elizabeth II later today -- he described her as a ""tremendous woman,""… https://t.co/tCbZBQF0Tw",92
293,0.8271,0.0,0.7,@CNN,0.3,"The US President went on to praise Boris Johnson, saying he would have made a ""great prime minister."" Johnson quit… https://t.co/CXM1ajp7cM",93
294,0.0,0.0,1.0,@CNN,0.0,"Trump is in the UK and a wide-ranging interview with The Sun revealed what he thinks about a plan for a ""soft brexi… https://t.co/M1y1sCi6tL",94
295,-0.2732,0.104,0.896,@CNN,0.0,"Donald Trump's convoy departs the residence of the US ambassador as one ""lone protestor"" waits outside for him.… https://t.co/8Ou5xLWURW",95
296,0.0,0.0,1.0,@CNN,0.0,"A rare flood of desert rain has transformed a lake in Australia from an arid, salty basin to a spectacular, watery… https://t.co/Vl6XXqS9By",96
297,0.0,0.0,1.0,@CNN,0.0,A Russian internet company with links to the Kremlin could have had access to the Facebook data of millions of peop… https://t.co/kVQsA7Fcjm,97
298,-0.4404,0.17,0.83,@CNN,0.0,"Protesters plan to fly a giant ""Trump Baby"" balloon over Britain's Houses of Parliament today -- in protest of US P… https://t.co/UVrK126dwl",98
299,-0.9259,0.438,0.562,@CNN,0.0,"More than six decades after ""one of the most brutal examples of racist violence in American history,"" CNN's… https://t.co/yZtJq1PbIg",99
300,0.7269,0.0,0.681,@FoxNews,0.319,Custom Ford Mustang honoring America's WW II Eagle Squadrons to be auctioned for charity https://t.co/EdiicLYiKa,0
301,0.0,0.0,1.0,@FoxNews,0.0,"What is bacterial meningitis? Signs, symptoms and treatment for the infection. https://t.co/WgtjxsXeDD",1
302,0.0772,0.0,0.902,@FoxNews,0.098,RT @FoxBusiness: Dow clears 25K as the Nasdaq sits at a record high  https://t.co/d6ajEPlbYT,2
303,0.7269,0.0,0.681,@FoxNews,0.319,Custom Ford Mustang honoring America's WW II Eagle Squadrons to be auctioned for charity https://t.co/RJfWvmr8Di,3
304,0.0,0.0,1.0,@FoxNews,0.0,"RT @FoxBusiness: AT THE CLOSE: The Dow Jones Industrial Average closes above 25,000 for the first time since June 15. The Nasdaq closes at…",4
305,-0.4215,0.189,0.811,@FoxNews,0.0,Harvey Weinstein denies admitting he offered 'acting jobs in exchange for sex' https://t.co/kZ9oPpoyKF,5
306,0.0,0.0,1.0,@FoxNews,0.0,RT @FoxBusiness: Instagram users hit with temporary outage  https://t.co/szMOTJ3hxr,6
307,0.0,0.0,1.0,@FoxNews,0.0,WATCH: @POTUS arrives in Scotland with @FLOTUS. @ShepNewsTeam https://t.co/BynGFZhToI,7
308,0.128,0.0,0.914,@FoxNews,0.086,MONDAY: Chris Wallace will conduct an exclusive interview with Russian President Vladimir Putin following the summi… https://t.co/IuFOWNXzpF,8
309,0.25,0.135,0.677,@FoxNews,0.188,NY Gov. Andrew Cuomo Threatens to Sue If Supreme Court Overturns Roe v. Wade. https://t.co/Ogt3YV4w2y,9
310,0.0,0.0,1.0,@FoxNews,0.0,.@POTUS arrives in Scotland. https://t.co/ds7WFn57xn,10
311,-0.7845,0.277,0.723,@FoxNews,0.0,"Pentagon officials say Sgt. 1st Class Christopher A. Celiz, 32, of South Carolina was killed during combat in Afgha… https://t.co/2F4QeTv6PT",11
312,-0.8519,0.509,0.491,@FoxNews,0.0,"In London, pro-Trump counter-protesters hit with abuse, some violence. https://t.co/HIlyBjxSOB",12
313,0.0,0.0,1.0,@FoxNews,0.0,"12 Russian Intel officials indicted for allegedly hacking Clinton campaign, DNC emails: What to know. https://t.co/15GGOEAKxM",13
314,0.0,0.0,1.0,@FoxNews,0.0,"Louisiana inmate caught having sex with woman, 19, in courthouse stairwell, police say. https://t.co/Si9U9Cjo4Q",14
315,-0.2732,0.149,0.851,@FoxNews,0.0,"Officials say vaping co-pilot caused Air China flight to drop 21,000 feet. https://t.co/hJLeTKw2Al",15
316,0.0,0.0,1.0,@FoxNews,0.0,Atlanta airport reveals it spent nearly $4M on dog bathrooms https://t.co/YeNyUzJwXj,16
317,-0.25,0.133,0.867,@FoxNews,0.0,"Democrats urge Trump to cancel Putin summit, after indictment of Russian intel officers https://t.co/50aMJVBjI6",17
318,0.4939,0.0,0.873,@FoxNews,0.127,"Leon Aron on Trump, Putin meeting: ""I think what @POTUS wants to show most of all, is that he can succeed where… https://t.co/rr2bALkxZw",18
319,0.4767,0.0,0.871,@FoxNews,0.129,"Leon Aron: ""The key to [Putin keeping] popularity and legitimacy is to say, 'we are equal to America, we could stan… https://t.co/5jtBFGbvpa",19
320,0.0,0.0,1.0,@FoxNews,0.0,"Leon Aron on @POTUS, Putin meeting: ""Every time a Russian or Soviet leader meets one-on-one with an American presid… https://t.co/pjYNSMwE51",20
321,0.0,0.0,1.0,@FoxNews,0.0,Never-before-seen Winston Churchill WWII photos surface https://t.co/vzXB5T1AXE,21
322,-0.4939,0.281,0.618,@FoxNews,0.101,'They Attacked Our Democracy': Top Dems Call for Trump to Cancel Putin Meeting https://t.co/CtaG41Clh0,22
323,0.09,0.082,0.818,@FoxNews,0.1,".@ChrisStirewalt on alleged Russian hacking: ""Telling [Vladimir Putin] to stop might be useful, but what probably i… https://t.co/ymi5Ifh8VD",23
324,-0.6115,0.2,0.8,@FoxNews,0.0,".@POTUS: ""[Immigration is] changing the culture, I think it's a very negative thing for Europe... I know it's polit… https://t.co/9nlot3EnyK",24
325,0.0,0.0,1.0,@FoxNews,0.0,President @realDonaldTrump has wrapped up his trip to England and is on his way to Scotland; @johnrobertsFox report… https://t.co/NmZV41GiDE,25
326,0.0,0.0,1.0,@FoxNews,0.0,".@shelbyholliday on 12 Russian officers indicted in Mueller probe: ""It not only makes the Mueller probe more credib… https://t.co/b3hHkAucJ5",26
327,-0.3818,0.284,0.567,@FoxNews,0.149,"Innovative project harnesses Legos and smartphones in the fight against invisible, deadly weapons https://t.co/tf5Scl8raW",27
328,-0.4824,0.281,0.719,@FoxNews,0.0,CDC WARNING: Do not eat 'Honey Smacks' cereal. https://t.co/ulyGFHK1Zj,28
329,0.2263,0.094,0.773,@FoxNews,0.133,"RT @FoxBusiness: .@MarkWarner on the 12 Russian intelligence officers indicted in Mueller probe: ""There should be no one-on-one meeting bet…",29
330,-0.5423,0.209,0.791,@FoxNews,0.0,OPINION: Republicans walked right into Peter Strzok's trap -- Here's what they missed (and Americans need to know) https://t.co/C8Mw7uheCo,30
331,0.0,0.0,1.0,@FoxNews,0.0,Queen Elizabeth II shakes hands with @POTUS and @FLOTUS during their visit to Windsor Castle.… https://t.co/J4YgkCUWCp,31
